run_id,benchmark,track,target_id,rank_eligible,selected_model_policy,budget_tier,candidate_count,observed_candidate_count,prediction_path,prediction_match_type,prediction_match_alias,confidence_path,selection_score,reference_path,metric,score,gdt_ts_norm,tm_score,qsglob,dockq,status,message
server_attack_protenix_terminal_tag_seed101_105,casp16_server_protein_v1,protein_domain,T0206,true,protenix_confidence_v1,server_attack,5,7,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0206O/seed_103/predictions/T0206O_sample_0.cif,exact,T0206,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0206O/seed_103/predictions/T0206O_summary_confidence_sample_0.json,0.654948,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/9cp0.cif,GDT_TS_norm,0.000000,0.000000,0.000000,,,ok,
server_attack_protenix_terminal_tag_seed101_105,casp16_server_protein_v1,protein_domain,T0218,true,protenix_confidence_v1,server_attack,5,7,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0218O/seed_103/predictions/T0218O_sample_0.cif,exact,T0218,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0218O/seed_103/predictions/T0218O_summary_confidence_sample_0.json,0.497735,,,0.000000,,,,,missing_reference,no_reference_pdb
server_attack_protenix_terminal_tag_seed101_105,casp16_server_protein_v1,protein_domain,T0234,true,protenix_confidence_v1,server_attack,5,7,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0234O/seed_102/predictions/T0234O_sample_0.cif,exact,T0234,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0234O/seed_102/predictions/T0234O_summary_confidence_sample_0.json,0.616415,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,GDT_TS_norm,0.867700,0.867700,0.900300,,,ok,
server_attack_protenix_terminal_tag_seed101_105,casp16_server_protein_v1,protein_domain,T0235,true,protenix_confidence_v1,server_attack,5,7,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0235O/seed_102/predictions/T0235O_sample_0.cif,exact,T0235,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0235O/seed_102/predictions/T0235O_summary_confidence_sample_0.json,0.666757,/scratch/10992/liaorunlong93/casp16-leaderboard/data/official/references/mmcif/8qpq.cif,GDT_TS_norm,0.031600,0.031600,0.056500,,,ok,
server_attack_protenix_terminal_tag_seed101_105,casp16_server_protein_v1,protein_domain,T0237,true,protenix_confidence_v1,server_attack,5,7,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0237/seed_104/predictions/T0237_sample_0.cif,exact,T0237,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0237/seed_104/predictions/T0237_summary_confidence_sample_0.json,0.576406,,,0.000000,,,,,missing_reference,no_reference_pdb
server_attack_protenix_terminal_tag_seed101_105,casp16_server_protein_v1,protein_domain,T0240,true,protenix_confidence_v1,server_attack,5,7,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0240/seed_103/predictions/T0240_sample_0.cif,exact,T0240,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0240/seed_103/predictions/T0240_summary_confidence_sample_0.json,0.372376,,,0.000000,,,,,missing_reference,no_reference_pdb
server_attack_protenix_terminal_tag_seed101_105,casp16_server_protein_v1,protein_domain,T0246,true,protenix_confidence_v1,server_attack,5,4,,,,,,,,0.000000,,,,,partial_candidates,observed_candidates:4<declared:5
server_attack_protenix_terminal_tag_seed101_105,casp16_server_protein_v1,protein_domain,T0257,true,protenix_confidence_v1,server_attack,5,7,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0257O/seed_102/predictions/T0257O_sample_0.cif,exact,T0257,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0257O/seed_102/predictions/T0257O_summary_confidence_sample_0.json,0.358105,,,0.000000,,,,,missing_reference,no_reference_pdb
server_attack_protenix_terminal_tag_seed101_105,casp16_server_protein_v1,protein_domain,T0259,true,protenix_confidence_v1,server_attack,5,7,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0259O/seed_103/predictions/T0259O_sample_0.cif,exact,T0259,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0259O/seed_103/predictions/T0259O_summary_confidence_sample_0.json,0.603316,,,0.000000,,,,,missing_reference,no_reference_pdb
server_attack_protenix_terminal_tag_seed101_105,casp16_server_protein_v1,protein_domain,T0270,true,protenix_confidence_v1,server_attack,5,7,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0270/seed_104/predictions/T0270_sample_0.cif,exact,T0270,/scratch/10992/liaorunlong93/casp16-leaderboard/runs/server_attack_protenix_terminal_tag_seed101_105/predictions/protenix-v2/T0270/seed_104/predictions/T0270_summary_confidence_sample_0.json,0.545432,,,0.000000,,,,,missing_reference,no_reference_pdb
